startDate,endDate,state,calendarYear,cumulativeInState,nationality,totalByNationality,destinationCity,yearlyNumberByCity,cumulativeAgain
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Afghanistan,25,Hartland,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Afghanistan,13,Hartland,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Afghanistan,10,Hartland,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Afghanistan,1,Hartland,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Afghanistan,1,Hartland,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Afghanistan,9,Hartland,3,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Afghanistan,4,Hartland,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Afghanistan,0,Hartland,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Afghanistan,7,Hartland,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Afghanistan,1,Hartland,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Afghanistan,13,Hartland,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Afghanistan,1,Hartland,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Afghanistan,0,Hartland,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Afghanistan,10,Hartland,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Afghanistan,26,Hartland,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Afghanistan,25,Madison,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Afghanistan,13,Madison,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Afghanistan,10,Madison,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Afghanistan,1,Madison,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Afghanistan,1,Madison,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Afghanistan,9,Madison,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Afghanistan,4,Madison,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Afghanistan,0,Madison,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Afghanistan,7,Madison,2,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Afghanistan,1,Madison,1,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Afghanistan,13,Madison,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Afghanistan,1,Madison,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Afghanistan,0,Madison,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Afghanistan,10,Madison,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Afghanistan,26,Madison,2,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Afghanistan,25,Milwaukee,19,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Afghanistan,13,Milwaukee,3,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Afghanistan,10,Milwaukee,6,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Afghanistan,1,Milwaukee,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Afghanistan,1,Milwaukee,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Afghanistan,9,Milwaukee,6,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Afghanistan,4,Milwaukee,4,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Afghanistan,0,Milwaukee,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Afghanistan,7,Milwaukee,5,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Afghanistan,1,Milwaukee,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Afghanistan,13,Milwaukee,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Afghanistan,1,Milwaukee,1,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Afghanistan,0,Milwaukee,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Afghanistan,10,Milwaukee,10,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Afghanistan,26,Milwaukee,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Afghanistan,25,Oshkosh,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Afghanistan,13,Oshkosh,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Afghanistan,10,Oshkosh,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Afghanistan,1,Oshkosh,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Afghanistan,1,Oshkosh,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Afghanistan,9,Oshkosh,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Afghanistan,4,Oshkosh,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Afghanistan,0,Oshkosh,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Afghanistan,7,Oshkosh,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Afghanistan,1,Oshkosh,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Afghanistan,13,Oshkosh,9,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Afghanistan,1,Oshkosh,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Afghanistan,0,Oshkosh,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Afghanistan,10,Oshkosh,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Afghanistan,26,Oshkosh,24,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Afghanistan,25,Waukesha,6,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Afghanistan,13,Waukesha,10,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Afghanistan,10,Waukesha,4,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Afghanistan,1,Waukesha,1,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Afghanistan,1,Waukesha,1,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Afghanistan,9,Waukesha,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Afghanistan,4,Waukesha,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Afghanistan,0,Waukesha,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Afghanistan,7,Waukesha,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Afghanistan,1,Waukesha,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Afghanistan,13,Waukesha,4,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Afghanistan,1,Waukesha,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Afghanistan,0,Waukesha,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Afghanistan,10,Waukesha,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Afghanistan,26,Waukesha,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Albania,0,Stoughton,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Albania,1,Stoughton,1,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Albania,0,Stoughton,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Albania,0,Stoughton,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Albania,0,Stoughton,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Albania,0,Stoughton,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Albania,0,Stoughton,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Albania,0,Stoughton,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Albania,0,Stoughton,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Albania,0,Stoughton,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Albania,0,Stoughton,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Albania,0,Stoughton,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Albania,0,Stoughton,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Albania,0,Stoughton,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Albania,0,Stoughton,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Azerbaijan,0,Madison,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Azerbaijan,3,Madison,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Azerbaijan,2,Madison,2,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Azerbaijan,1,Madison,1,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Azerbaijan,0,Madison,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Azerbaijan,0,Madison,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Azerbaijan,0,Madison,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Azerbaijan,0,Madison,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Azerbaijan,0,Madison,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Azerbaijan,0,Madison,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Azerbaijan,0,Madison,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Azerbaijan,0,Madison,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Azerbaijan,0,Madison,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Azerbaijan,0,Madison,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Azerbaijan,0,Madison,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Azerbaijan,0,Waukesha,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Azerbaijan,3,Waukesha,3,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Azerbaijan,2,Waukesha,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Azerbaijan,1,Waukesha,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Azerbaijan,0,Waukesha,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Azerbaijan,0,Waukesha,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Azerbaijan,0,Waukesha,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Azerbaijan,0,Waukesha,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Azerbaijan,0,Waukesha,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Azerbaijan,0,Waukesha,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Azerbaijan,0,Waukesha,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Azerbaijan,0,Waukesha,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Azerbaijan,0,Waukesha,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Azerbaijan,0,Waukesha,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Azerbaijan,0,Waukesha,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Belarus,8,Fox Point,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Belarus,1,Fox Point,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Belarus,13,Fox Point,2,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Belarus,9,Fox Point,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Belarus,6,Fox Point,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Belarus,1,Fox Point,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Belarus,0,Fox Point,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Belarus,0,Fox Point,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Belarus,1,Fox Point,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Belarus,0,Fox Point,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Belarus,0,Fox Point,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Belarus,0,Fox Point,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Belarus,0,Fox Point,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Belarus,2,Fox Point,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Belarus,0,Fox Point,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Belarus,8,Glendale,2,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Belarus,1,Glendale,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Belarus,13,Glendale,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Belarus,9,Glendale,3,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Belarus,6,Glendale,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Belarus,1,Glendale,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Belarus,0,Glendale,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Belarus,0,Glendale,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Belarus,1,Glendale,0,846
