startDate,endDate,state,calendarYear,cumulativeInState,nationality,totalByNationality,destinationCity,yearlyNumberByCity,cumulativeAgain
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Cuba,10,Milwaukee,9,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Cuba,5,Milwaukee,3,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Cuba,0,Milwaukee,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Cuba,9,Milwaukee,7,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Cuba,6,Milwaukee,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Cuba,21,Milwaukee,5,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Cuba,6,Milwaukee,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Cuba,3,Milwaukee,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Cuba,0,Oshkosh,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Cuba,0,Oshkosh,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Cuba,2,Oshkosh,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Cuba,0,Oshkosh,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Cuba,0,Oshkosh,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Cuba,0,Oshkosh,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Cuba,1,Oshkosh,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Cuba,10,Oshkosh,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Cuba,5,Oshkosh,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Cuba,0,Oshkosh,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Cuba,9,Oshkosh,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Cuba,6,Oshkosh,5,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Cuba,21,Oshkosh,16,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Cuba,6,Oshkosh,6,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Cuba,3,Oshkosh,3,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Dem. Rep. Congo,0,Appleton,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Dem. Rep. Congo,0,Appleton,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Dem. Rep. Congo,16,Appleton,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Dem. Rep. Congo,0,Appleton,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Dem. Rep. Congo,0,Appleton,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Dem. Rep. Congo,10,Appleton,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Dem. Rep. Congo,1,Appleton,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Dem. Rep. Congo,0,Appleton,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Dem. Rep. Congo,26,Appleton,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Dem. Rep. Congo,17,Appleton,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Dem. Rep. Congo,26,Appleton,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Dem. Rep. Congo,19,Appleton,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Dem. Rep. Congo,56,Appleton,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Dem. Rep. Congo,68,Appleton,7,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Dem. Rep. Congo,262,Appleton,32,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Dem. Rep. Congo,0,Curtiss,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Dem. Rep. Congo,0,Curtiss,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Dem. Rep. Congo,16,Curtiss,14,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Dem. Rep. Congo,0,Curtiss,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Dem. Rep. Congo,0,Curtiss,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Dem. Rep. Congo,10,Curtiss,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Dem. Rep. Congo,1,Curtiss,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Dem. Rep. Congo,0,Curtiss,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Dem. Rep. Congo,26,Curtiss,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Dem. Rep. Congo,17,Curtiss,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Dem. Rep. Congo,26,Curtiss,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Dem. Rep. Congo,19,Curtiss,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Dem. Rep. Congo,56,Curtiss,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Dem. Rep. Congo,68,Curtiss,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Dem. Rep. Congo,262,Curtiss,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Dem. Rep. Congo,0,Milwaukee,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Dem. Rep. Congo,0,Milwaukee,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Dem. Rep. Congo,16,Milwaukee,2,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Dem. Rep. Congo,0,Milwaukee,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Dem. Rep. Congo,0,Milwaukee,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Dem. Rep. Congo,10,Milwaukee,10,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Dem. Rep. Congo,1,Milwaukee,1,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Dem. Rep. Congo,0,Milwaukee,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Dem. Rep. Congo,26,Milwaukee,26,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Dem. Rep. Congo,17,Milwaukee,17,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Dem. Rep. Congo,26,Milwaukee,26,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Dem. Rep. Congo,19,Milwaukee,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Dem. Rep. Congo,56,Milwaukee,16,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Dem. Rep. Congo,68,Milwaukee,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Dem. Rep. Congo,262,Milwaukee,165,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Dem. Rep. Congo,0,Ohskosh,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Dem. Rep. Congo,0,Ohskosh,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Dem. Rep. Congo,16,Ohskosh,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Dem. Rep. Congo,0,Ohskosh,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Dem. Rep. Congo,0,Ohskosh,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Dem. Rep. Congo,10,Ohskosh,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Dem. Rep. Congo,1,Ohskosh,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Dem. Rep. Congo,0,Ohskosh,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Dem. Rep. Congo,26,Ohskosh,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Dem. Rep. Congo,17,Ohskosh,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Dem. Rep. Congo,26,Ohskosh,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Dem. Rep. Congo,19,Ohskosh,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Dem. Rep. Congo,56,Ohskosh,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Dem. Rep. Congo,68,Ohskosh,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Dem. Rep. Congo,262,Ohskosh,6,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Dem. Rep. Congo,0,Oshkosh,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Dem. Rep. Congo,0,Oshkosh,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Dem. Rep. Congo,16,Oshkosh,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Dem. Rep. Congo,0,Oshkosh,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Dem. Rep. Congo,0,Oshkosh,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Dem. Rep. Congo,10,Oshkosh,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Dem. Rep. Congo,1,Oshkosh,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Dem. Rep. Congo,0,Oshkosh,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Dem. Rep. Congo,26,Oshkosh,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Dem. Rep. Congo,17,Oshkosh,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Dem. Rep. Congo,26,Oshkosh,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Dem. Rep. Congo,19,Oshkosh,19,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Dem. Rep. Congo,56,Oshkosh,40,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Dem. Rep. Congo,68,Oshkosh,61,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Dem. Rep. Congo,262,Oshkosh,59,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Eritrea,0,Milwaukee,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Eritrea,0,Milwaukee,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Eritrea,0,Milwaukee,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Eritrea,0,Milwaukee,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Eritrea,0,Milwaukee,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Eritrea,0,Milwaukee,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Eritrea,0,Milwaukee,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Eritrea,8,Milwaukee,8,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Eritrea,55,Milwaukee,55,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Eritrea,28,Milwaukee,28,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Eritrea,31,Milwaukee,28,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Eritrea,12,Milwaukee,11,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Eritrea,12,Milwaukee,12,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Eritrea,8,Milwaukee,8,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Eritrea,24,Milwaukee,24,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Eritrea,0,Oshkosh,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Eritrea,0,Oshkosh,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Eritrea,0,Oshkosh,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Eritrea,0,Oshkosh,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Eritrea,0,Oshkosh,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Eritrea,0,Oshkosh,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Eritrea,0,Oshkosh,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Eritrea,8,Oshkosh,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Eritrea,55,Oshkosh,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Eritrea,28,Oshkosh,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Eritrea,31,Oshkosh,3,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Eritrea,12,Oshkosh,1,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Eritrea,12,Oshkosh,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Eritrea,8,Oshkosh,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Eritrea,24,Oshkosh,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Ethiopia,0,Barron,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Ethiopia,0,Barron,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Ethiopia,3,Barron,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Ethiopia,0,Barron,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Ethiopia,1,Barron,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Ethiopia,1,Barron,1,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Ethiopia,0,Barron,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Ethiopia,0,Barron,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Ethiopia,3,Barron,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Ethiopia,9,Barron,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Ethiopia,7,Barron,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Ethiopia,2,Barron,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Ethiopia,6,Barron,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Ethiopia,0,Barron,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Ethiopia,5,Barron,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Ethiopia,0,Green Bay,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Ethiopia,0,Green Bay,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Ethiopia,3,Green Bay,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Ethiopia,0,Green Bay,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Ethiopia,1,Green Bay,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Ethiopia,1,Green Bay,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Ethiopia,0,Green Bay,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Ethiopia,0,Green Bay,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Ethiopia,3,Green Bay,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Ethiopia,9,Green Bay,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Ethiopia,7,Green Bay,1,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Ethiopia,2,Green Bay,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Ethiopia,6,Green Bay,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Ethiopia,0,Green Bay,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Ethiopia,5,Green Bay,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Ethiopia,0,Madison,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Ethiopia,0,Madison,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Ethiopia,3,Madison,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Ethiopia,0,Madison,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Ethiopia,1,Madison,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Ethiopia,1,Madison,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Ethiopia,0,Madison,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Ethiopia,0,Madison,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Ethiopia,3,Madison,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Ethiopia,9,Madison,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Ethiopia,7,Madison,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Ethiopia,2,Madison,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Ethiopia,6,Madison,1,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Ethiopia,0,Madison,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Ethiopia,5,Madison,1,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Ethiopia,0,Milwaukee,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Ethiopia,0,Milwaukee,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Ethiopia,3,Milwaukee,3,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Ethiopia,0,Milwaukee,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Ethiopia,1,Milwaukee,1,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Ethiopia,1,Milwaukee,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Ethiopia,0,Milwaukee,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Ethiopia,0,Milwaukee,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Ethiopia,3,Milwaukee,3,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Ethiopia,9,Milwaukee,9,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Ethiopia,7,Milwaukee,3,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Ethiopia,2,Milwaukee,2,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Ethiopia,6,Milwaukee,5,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Ethiopia,0,Milwaukee,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Ethiopia,5,Milwaukee,4,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Ethiopia,0,Oshkosh,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Ethiopia,0,Oshkosh,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Ethiopia,3,Oshkosh,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Ethiopia,0,Oshkosh,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Ethiopia,1,Oshkosh,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Ethiopia,1,Oshkosh,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Ethiopia,0,Oshkosh,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Ethiopia,0,Oshkosh,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Ethiopia,3,Oshkosh,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Ethiopia,9,Oshkosh,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Ethiopia,7,Oshkosh,3,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Ethiopia,2,Oshkosh,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Ethiopia,6,Oshkosh,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Ethiopia,0,Oshkosh,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Ethiopia,5,Oshkosh,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Iran,3,Greenfield,1,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Iran,2,Greenfield,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Iran,0,Greenfield,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Iran,0,Greenfield,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Iran,10,Greenfield,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Iran,0,Greenfield,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Iran,1,Greenfield,0,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Iran,0,Greenfield,0,629
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2010,846,Iran,0,Greenfield,0,846
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2011,687,Iran,0,Greenfield,0,687
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2012,934,Iran,0,Greenfield,0,934
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2013,871,Iran,0,Greenfield,0,871
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2014,"1,337",Iran,3,Greenfield,0,"1,337"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2015,"1,272",Iran,1,Greenfield,0,"1,272"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2016,"1,877",Iran,0,Greenfield,0,"1,877"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2002,214,Iran,3,Madison,0,214
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2003,242,Iran,2,Madison,0,242
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2004,"2,414",Iran,0,Madison,0,"2,414"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2005,"1,170",Iran,0,Madison,0,"1,170"
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2006,330,Iran,10,Madison,0,330
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2007,353,Iran,0,Madison,0,353
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2008,457,Iran,1,Madison,1,457
From: 01 Jan 2002,To: 01 Jan 2017,Wisconsin,CY 2009,629,Iran,0,Madison,0,629
