startDate,endDate,state,calendarYear,cumulativeInState,nationality,totalByNationality,destinationCity,yearlyNumberByCity,cumulativeAgain
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Kenosha,0,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Kenosha,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Kenosha,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Kenosha,0,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Kenosha,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Kenosha,0,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Kenosha,0,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Kenosha,0,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Kenosha,0,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Kenosha,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Kenosha,0,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Kenosha,0,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Lake Geneva,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Lake Geneva,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Lake Geneva,0,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Lake Geneva,0,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Lake Geneva,7,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Lake Geneva,0,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Lake Geneva,0,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Lake Geneva,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Lake Geneva,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Lake Geneva,0,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Lake Geneva,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Lake Geneva,0,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Lake Geneva,0,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Lake Geneva,5,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Lake Geneva,0,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Lake Geneva,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Lake Geneva,0,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Lake Geneva,0,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Madison,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Madison,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Madison,1,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Madison,1,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Madison,0,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Madison,2,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Madison,2,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Madison,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Madison,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Madison,0,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Madison,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Madison,1,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Madison,1,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Madison,5,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Madison,0,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Madison,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Madison,0,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Madison,0,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Menomonee Falls,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Menomonee Falls,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Menomonee Falls,0,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Menomonee Falls,0,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Menomonee Falls,2,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Menomonee Falls,0,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Menomonee Falls,0,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Menomonee Falls,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Menomonee Falls,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Menomonee Falls,0,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Menomonee Falls,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Menomonee Falls,0,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Menomonee Falls,0,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Menomonee Falls,0,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Menomonee Falls,0,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Menomonee Falls,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Menomonee Falls,0,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Menomonee Falls,0,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Mequon,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Mequon,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Mequon,0,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Mequon,0,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Mequon,0,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Mequon,0,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Mequon,0,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Mequon,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Mequon,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Mequon,2,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Mequon,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Mequon,0,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Mequon,0,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Mequon,0,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Mequon,0,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Mequon,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Mequon,0,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Mequon,0,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Milwaukee,4,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Milwaukee,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Milwaukee,6,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Milwaukee,6,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Milwaukee,35,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Milwaukee,203,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Milwaukee,339,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Milwaukee,351,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Milwaukee,355,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Milwaukee,386,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Milwaukee,389,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Milwaukee,408,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Milwaukee,609,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Milwaukee,838,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Milwaukee,870,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Milwaukee,305,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Milwaukee,277,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Milwaukee,192,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Milwaukee,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Milwaukee,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Milwaukee,0,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Milwaukee,0,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Milwaukee,0,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Milwaukee,0,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Milwaukee,0,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Milwaukee,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Milwaukee,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Milwaukee,0,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Milwaukee,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Milwaukee,0,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Milwaukee,0,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Milwaukee,1,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Milwaukee,0,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Milwaukee,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Milwaukee,0,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Milwaukee,0,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Neenah,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Neenah,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Neenah,0,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Neenah,0,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Neenah,0,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Neenah,0,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Neenah,6,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Neenah,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Neenah,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Neenah,2,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Neenah,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Neenah,0,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Neenah,0,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Neenah,0,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Neenah,0,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Neenah,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Neenah,0,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Neenah,0,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,North Fond Du Lac,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,North Fond Du Lac,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,North Fond Du Lac,0,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,North Fond Du Lac,0,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,North Fond Du Lac,0,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,North Fond Du Lac,0,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,North Fond Du Lac,0,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,North Fond Du Lac,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,North Fond Du Lac,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,North Fond Du Lac,0,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,North Fond Du Lac,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,North Fond Du Lac,0,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,North Fond Du Lac,1,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,North Fond Du Lac,0,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,North Fond Du Lac,4,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,North Fond Du Lac,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,North Fond Du Lac,0,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,North Fond Du Lac,0,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Oshkosh,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Oshkosh,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Oshkosh,0,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Oshkosh,0,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Oshkosh,0,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Oshkosh,0,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Oshkosh,0,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Oshkosh,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Oshkosh,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Oshkosh,0,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Oshkosh,42,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Oshkosh,49,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Oshkosh,29,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Oshkosh,13,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Oshkosh,9,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Oshkosh,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Oshkosh,1,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Oshkosh,6,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Racine,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Racine,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Racine,0,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Racine,0,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Racine,5,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Racine,2,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Racine,6,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Racine,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Racine,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Racine,0,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Racine,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Racine,0,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Racine,0,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Racine,0,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Racine,0,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Racine,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Racine,0,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Racine,0,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Sheboygan,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Sheboygan,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Sheboygan,0,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Sheboygan,0,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Sheboygan,0,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Sheboygan,0,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Sheboygan,0,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Sheboygan,3,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Sheboygan,12,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Sheboygan,11,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Sheboygan,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Sheboygan,9,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Sheboygan,38,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Sheboygan,13,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Sheboygan,79,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Sheboygan,10,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Sheboygan,10,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Sheboygan,2,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,South Milwaukee,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,South Milwaukee,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,South Milwaukee,0,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,South Milwaukee,0,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,South Milwaukee,0,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,South Milwaukee,0,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,South Milwaukee,0,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,South Milwaukee,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,South Milwaukee,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,South Milwaukee,0,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,South Milwaukee,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,South Milwaukee,0,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,South Milwaukee,0,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,South Milwaukee,0,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,South Milwaukee,7,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,South Milwaukee,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,South Milwaukee,0,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,South Milwaukee,0,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Walworth,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Walworth,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Walworth,0,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Walworth,0,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Walworth,0,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Walworth,0,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Walworth,0,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Walworth,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Walworth,0,846
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2011,687,Burma,408,Walworth,0,687
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2012,934,Burma,435,Walworth,0,934
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2013,871,Burma,475,Walworth,0,871
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2014,"1,337",Burma,685,Walworth,3,"1,337"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2015,"1,272",Burma,893,Walworth,1,"1,272"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2016,"1,877",Burma,979,Walworth,0,"1,877"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2017,585,Burma,319,Walworth,0,585
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2018,472,Burma,298,Walworth,0,472
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2019,480,Burma,201,Walworth,0,480
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2002,214,Burma,4,Waukesha,0,214
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2003,242,Burma,0,Waukesha,0,242
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2004,"2,414",Burma,9,Waukesha,2,"2,414"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2005,"1,170",Burma,13,Waukesha,2,"1,170"
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2006,330,Burma,53,Waukesha,0,330
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2007,353,Burma,220,Waukesha,0,353
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2008,457,Burma,359,Waukesha,0,457
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2009,629,Burma,368,Waukesha,0,629
From: 01 Jan 2002,To: 31 Dec 2019,Wisconsin,2010,846,Burma,383,Waukesha,10,846
